puesto_trabajo,nombre_empresa,pais,region_estado,salario_minimo,salario_maximo,moneda_salario,periodo_salario,tipo_contrato,categoria,plataforma_origen,tipo_fuente_datos,enlace_oferta
Staff Data Engineer,Coinbase,US,New York,39797.009633333335,39797.009633333335,PEN,Mensual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5213430495?utm_medium=api&utm_source=523818bf
Staff Data Engineer,Coinbase,US,New York,39066.47543333333,39066.47543333333,PEN,Mensual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5213302945?utm_medium=api&utm_source=523818bf
"Sr. Analyst, Performance Media Analytics",NBC Universal,US,New York,18766.014116666665,18766.014116666665,PEN,Mensual,,Creative & Design Jobs,Adzuna,API,https://www.adzuna.com/details/5280306825?utm_medium=api&utm_source=523818bf
"Within is hiring: Digital Media Buyer (Q2 April-June) Long Island City, New York",WITHIN,US,New York,22677.945033333337,22677.945033333337,PEN,Mensual,,"PR, Advertising & Marketing Jobs",Adzuna,API,https://www.adzuna.com/details/5015617417?utm_medium=api&utm_source=523818bf
Senior Software Engineer - Data Journalism Engineers Job at Avature in New York,Avature,US,New York,31606.4782,31606.4782,PEN,Mensual,,Scientific & QA Jobs,Adzuna,API,https://www.adzuna.com/details/5164839236?utm_medium=api&utm_source=523818bf
Senior Software Engineer - Data Journalism Engineers Job at US Company in New Yo,US Company,US,New York,29606.852916666667,29606.852916666667,PEN,Mensual,,Scientific & QA Jobs,Adzuna,API,https://www.adzuna.com/details/5251949308?utm_medium=api&utm_source=523818bf
Marketing Analyst,J Mclaughlin,US,New York,20258.333333333336,24933.333333333336,PEN,Mensual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5196304318?utm_medium=api&utm_source=523818bf
Business Analyst III - AMZ9084856,Amazon,US,New York,32132.84891666667,32132.84891666667,PEN,Mensual,,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5271712079?utm_medium=api&utm_source=523818bf
Senior Manager Data Analytics,The Walt Disney Company,US,New York,54914.74101666667,54914.74101666667,PEN,Mensual,,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5164260259?utm_medium=api&utm_source=523818bf
(Senior) Data Team Lead,IQVIA,US,New Jersey,47807.4476,47807.4476,PEN,Mensual,,Scientific & QA Jobs,Adzuna,API,https://www.adzuna.com/details/5047302944?utm_medium=api&utm_source=523818bf
(Senior) Data Team Lead,IQVIA,US,New York,49226.522033333335,49226.522033333335,PEN,Mensual,,Scientific & QA Jobs,Adzuna,API,https://www.adzuna.com/details/5048363982?utm_medium=api&utm_source=523818bf
"Behavior Technician, willing to train",Proud Moments ABA,US,New York,17456.1695,17456.1695,PEN,Mensual,part_time,Healthcare & Nursing Jobs,Adzuna,API,https://www.adzuna.com/details/5224988396?utm_medium=api&utm_source=523818bf
"Behavior Technician, Willing to Train",Proud Moments ABA,US,New York,16744.743583333333,16744.743583333333,PEN,Mensual,part_time,Healthcare & Nursing Jobs,Adzuna,API,https://www.adzuna.com/details/5273521354?utm_medium=api&utm_source=523818bf
Registered Behavior Technician,Proud Moments ABA,US,New York,16621.850300000002,16621.850300000002,PEN,Mensual,part_time,Healthcare & Nursing Jobs,Adzuna,API,https://www.adzuna.com/details/5273521014?utm_medium=api&utm_source=523818bf
Registered Behavior Technician,Proud Moments ABA,US,New York,17872.465783333333,17872.465783333333,PEN,Mensual,part_time,Healthcare & Nursing Jobs,Adzuna,API,https://www.adzuna.com/details/5273521351?utm_medium=api&utm_source=523818bf
Registered Behavior Technician,Proud Moments ABA,US,New York,16700.471333333335,16700.471333333335,PEN,Mensual,part_time,Healthcare & Nursing Jobs,Adzuna,API,https://www.adzuna.com/details/5230559721?utm_medium=api&utm_source=523818bf
Behavior Technician,Proud Moments ABA,US,New York,17895.438733333332,17895.438733333332,PEN,Mensual,part_time,Healthcare & Nursing Jobs,Adzuna,API,https://www.adzuna.com/details/5256513325?utm_medium=api&utm_source=523818bf
Registered Behavior Technician,Proud Moments ABA,US,New York,18157.93375,18157.93375,PEN,Mensual,part_time,Healthcare & Nursing Jobs,Adzuna,API,https://www.adzuna.com/details/5256513324?utm_medium=api&utm_source=523818bf
Behavior Technician,Proud Moments ABA,US,New York,18682.534200000002,18682.534200000002,PEN,Mensual,part_time,Healthcare & Nursing Jobs,Adzuna,API,https://www.adzuna.com/details/5256513351?utm_medium=api&utm_source=523818bf
Behavior Technician,Proud Moments ABA,US,New York,16748.623833333335,16748.623833333335,PEN,Mensual,part_time,Healthcare & Nursing Jobs,Adzuna,API,https://www.adzuna.com/details/5256513537?utm_medium=api&utm_source=523818bf
Behavior Technician,Proud Moments ABA,US,New York,18592.241250000003,18592.241250000003,PEN,Mensual,part_time,Healthcare & Nursing Jobs,Adzuna,API,https://www.adzuna.com/details/5256513501?utm_medium=api&utm_source=523818bf
Behavior Technician,Proud Moments ABA,US,New York,17741.992766666666,17741.992766666666,PEN,Mensual,part_time,Healthcare & Nursing Jobs,Adzuna,API,https://www.adzuna.com/details/5256513326?utm_medium=api&utm_source=523818bf
Behavior Technician,Proud Moments ABA,US,New York,14886.748983333335,14886.748983333335,PEN,Mensual,part_time,Healthcare & Nursing Jobs,Adzuna,API,https://www.adzuna.com/details/5256513521?utm_medium=api&utm_source=523818bf
"Behavior Technician, willing to train",Proud Moments ABA,US,New Jersey,17493.684816666668,17493.684816666668,PEN,Mensual,part_time,Healthcare & Nursing Jobs,Adzuna,API,https://www.adzuna.com/details/5281508471?utm_medium=api&utm_source=523818bf
"Behavior Technician, willing to train",Proud Moments ABA,US,New Jersey,16377.581550000003,16377.581550000003,PEN,Mensual,part_time,Healthcare & Nursing Jobs,Adzuna,API,https://www.adzuna.com/details/5261772900?utm_medium=api&utm_source=523818bf
Registered Behavior Technician,Proud Moments ABA,US,New Jersey,16325.651650000002,16325.651650000002,PEN,Mensual,part_time,Healthcare & Nursing Jobs,Adzuna,API,https://www.adzuna.com/details/5261772918?utm_medium=api&utm_source=523818bf
"Behavior Technician, Willing to Train",Proud Moments ABA,US,New York,17383.887766666667,17383.887766666667,PEN,Mensual,part_time,Healthcare & Nursing Jobs,Adzuna,API,https://www.adzuna.com/details/5273521150?utm_medium=api&utm_source=523818bf
Registered Behavior Technician,Proud Moments ABA,US,New York,15759.001133333333,15759.001133333333,PEN,Mensual,part_time,Healthcare & Nursing Jobs,Adzuna,API,https://www.adzuna.com/details/5273520851?utm_medium=api&utm_source=523818bf
"Behavior Technician, Willing to Train",Proud Moments ABA,US,New York,18691.837450000003,18691.837450000003,PEN,Mensual,part_time,Healthcare & Nursing Jobs,Adzuna,API,https://www.adzuna.com/details/5273521027?utm_medium=api&utm_source=523818bf
"Behavior Technician, Willing to Train",Proud Moments ABA,US,New York,16481.494333333336,16481.494333333336,PEN,Mensual,part_time,Healthcare & Nursing Jobs,Adzuna,API,https://www.adzuna.com/details/5273521349?utm_medium=api&utm_source=523818bf
Aml Analyst,BCForward,US,New York,18799.733333333337,19448.0,PEN,Mensual,,Accounting & Finance Jobs,Adzuna,API,https://www.adzuna.com/details/5281286140?utm_medium=api&utm_source=523818bf
"Senior Vice President, Audience Strategy",Publicis Groupe,US,New York,61452.63501666667,61452.63501666667,PEN,Mensual,,"PR, Advertising & Marketing Jobs",Adzuna,API,https://www.adzuna.com/details/5227601031?utm_medium=api&utm_source=523818bf
"Publicis Groupe is hiring: Senior Vice President, Audience Strategy in New York",Publicis Groupe,US,New York,59491.77171666667,59491.77171666667,PEN,Mensual,,"PR, Advertising & Marketing Jobs",Adzuna,API,https://www.adzuna.com/details/5225534155?utm_medium=api&utm_source=523818bf
"Senior Vice President, Audience Strategy",Publicis Groupe,US,New York,62474.5682,62474.5682,PEN,Mensual,,"PR, Advertising & Marketing Jobs",Adzuna,API,https://www.adzuna.com/details/5244698207?utm_medium=api&utm_source=523818bf
"Senior Vice President, Audience Strategy",Publicis Groupe,US,New York,62203.711166666675,62203.711166666675,PEN,Mensual,,"PR, Advertising & Marketing Jobs",Adzuna,API,https://www.adzuna.com/details/5287541873?utm_medium=api&utm_source=523818bf
"Senior Vice President, Audience Strategy Job at Publicis Groupe in New York",Publicis Groupe,US,New York,55772.17965000001,55772.17965000001,PEN,Mensual,,"PR, Advertising & Marketing Jobs",Adzuna,API,https://www.adzuna.com/details/5225534153?utm_medium=api&utm_source=523818bf
"Senior Vice President, Audience Strategy (New York)",Publicis Groupe,US,New York,59234.406733333344,59234.406733333344,PEN,Mensual,,"PR, Advertising & Marketing Jobs",Adzuna,API,https://www.adzuna.com/details/5281473312?utm_medium=api&utm_source=523818bf
"Senior Vice President, Audience Solutions Group",Publicisgroupe,US,New York,53539.452633333334,53539.452633333334,PEN,Mensual,,"PR, Advertising & Marketing Jobs",Adzuna,API,https://www.adzuna.com/details/5254879912?utm_medium=api&utm_source=523818bf
"Senior Vice President, Audience Strategy Job at US Company in New York",US Company,US,New York,50394.66428333333,50394.66428333333,PEN,Mensual,,"PR, Advertising & Marketing Jobs",Adzuna,API,https://www.adzuna.com/details/5225536305?utm_medium=api&utm_source=523818bf
"Publicisgroupe is hiring: Senior Vice President, Audience Solutions Group in New",Publicisgroupe,US,New York,52941.84738333334,52941.84738333334,PEN,Mensual,,"PR, Advertising & Marketing Jobs",Adzuna,API,https://www.adzuna.com/details/5206608374?utm_medium=api&utm_source=523818bf
Research Lead,dYdX,US,New York,68566.66666666667,84150.0,PEN,Mensual,,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5240071114?utm_medium=api&utm_source=523818bf
Senior Data Scientist - Generative AI (Data Science Lab),Spartan Technologies,US,New York,57993.00411666667,57993.00411666667,PEN,Mensual,,IT Jobs,Adzuna,API,https://www.adzuna.com/land/ad/4804423276?se=SvRNA_Vb8BGV_r5iQS7-iA&utm_medium=api&utm_source=523818bf&v=BA4C197C9926043C4E84003942E6D1F555E5424F
Budget Analyst,"The Child Center Of Ny, Inc.",US,New York,17852.690533333334,17852.690533333334,PEN,Mensual,full_time,Accounting & Finance Jobs,Adzuna,API,https://www.adzuna.com/details/5222495122?utm_medium=api&utm_source=523818bf
Super Enterprise Account Executive,Riskified,US,New York,38958.333333333336,43633.333333333336,PEN,Mensual,full_time,Sales Jobs,Adzuna,API,https://www.adzuna.com/details/5254391548?utm_medium=api&utm_source=523818bf
WITHIN is hiring: Digital Media Strategist in New York,Within,US,New York,20980.21255,20980.21255,PEN,Mensual,,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5271638625?utm_medium=api&utm_source=523818bf
Digital Media Strategist Job at WITHIN in New York,WITHIN,US,New York,19625.039133333335,19625.039133333335,PEN,Mensual,,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5248735010?utm_medium=api&utm_source=523818bf
Digital Media Strategist Job at WITHIN in New York,WITHIN,US,New York,19582.861283333335,19582.861283333335,PEN,Mensual,,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5273481589?utm_medium=api&utm_source=523818bf
Administrative Assistant,Riskified,US,New York,23375.0,26491.666666666668,PEN,Mensual,full_time,Admin Jobs,Adzuna,API,https://www.adzuna.com/details/5229270260?utm_medium=api&utm_source=523818bf
Enterprise Account Manager,Riskified,US,New York,64826.666666666664,74176.66666666667,PEN,Mensual,full_time,Sales Jobs,Adzuna,API,https://www.adzuna.com/details/5214053156?utm_medium=api&utm_source=523818bf
Solutions Engineer,Airbyte,US,New York,52983.333333333336,56100.0,PEN,Mensual,,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5154012519?utm_medium=api&utm_source=523818bf
Senior Software Engineer - Data Journalism Engineers,Bloomberg,US,New York,30085.8316,30085.8316,PEN,Mensual,,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5158171472?utm_medium=api&utm_source=523818bf
"Digital Media Strategist - CO Bogotá, Colombia",WITHIN,US,New York,20400.799283333334,20400.799283333334,PEN,Mensual,,"PR, Advertising & Marketing Jobs",Adzuna,API,https://www.adzuna.com/details/5254881926?utm_medium=api&utm_source=523818bf
Digital Media Strategist,Within,US,New York,26491.666666666668,28050.0,PEN,Mensual,,IT Jobs,Adzuna,API,https://www.adzuna.com/details/4820076549?utm_medium=api&utm_source=523818bf
Behavior Technician (BT),Nekton Autism,US,New York,13151.925050000002,13151.925050000002,PEN,Mensual,,Healthcare & Nursing Jobs,Adzuna,API,https://www.adzuna.com/details/5188353035?utm_medium=api&utm_source=523818bf
Behavior Technician (BT),Nekton Autism,US,New York,13363.780466666667,13363.780466666667,PEN,Mensual,,Healthcare & Nursing Jobs,Adzuna,API,https://www.adzuna.com/details/5121228651?utm_medium=api&utm_source=523818bf
Behavior Technician (RBT or BT),Nekton Autism,US,New York,12216.554166666669,12216.554166666669,PEN,Mensual,,Healthcare & Nursing Jobs,Adzuna,API,https://www.adzuna.com/details/5281912633?utm_medium=api&utm_source=523818bf
Behavior Technician (BT),Nekton Autism,US,New York,11852.12545,11852.12545,PEN,Mensual,,Healthcare & Nursing Jobs,Adzuna,API,https://www.adzuna.com/details/5121228660?utm_medium=api&utm_source=523818bf
Behavior Technician (BT),Nekton Autism,US,New York,12710.527133333335,12710.527133333335,PEN,Mensual,,Healthcare & Nursing Jobs,Adzuna,API,https://www.adzuna.com/details/5121228662?utm_medium=api&utm_source=523818bf
Behavior Technician (BT),Nekton Autism,US,New York,13449.697616666666,13449.697616666666,PEN,Mensual,,Healthcare & Nursing Jobs,Adzuna,API,https://www.adzuna.com/details/5121228655?utm_medium=api&utm_source=523818bf
Principal Data Engineer (Databricks Platform),Live Nation Worldwide,US,New York,54423.97821666668,54423.97821666668,PEN,Mensual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5184557884?utm_medium=api&utm_source=523818bf
"Dentsu Aegis Network Ltd. is hiring: Senior Designer, Growth in New York",Dentsu Aegis Network Ltd.,US,New York,28658.04296666667,28658.04296666667,PEN,Mensual,,"PR, Advertising & Marketing Jobs",Adzuna,API,https://www.adzuna.com/details/5204234667?utm_medium=api&utm_source=523818bf
Data Scientist,dYdX,US,New York,59216.66666666667,74800.0,PEN,Mensual,,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5214363663?utm_medium=api&utm_source=523818bf
Consulting Analyst,Cushman & Wakefield,US,New York,23964.380366666668,23964.380366666668,PEN,Mensual,,Consultancy Jobs,Adzuna,API,https://www.adzuna.com/details/5230741243?utm_medium=api&utm_source=523818bf
"Amazon is hiring: Sr. Business Analyst, Product Marketing, Amazon Ads in New Yor",Amazon,US,New York,39610.82931666667,39610.82931666667,PEN,Mensual,,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5250601588?utm_medium=api&utm_source=523818bf
Procurement Analyst,Hanwha Vision America,US,New Jersey,12404.040366666666,12404.040366666666,PEN,Mensual,,Admin Jobs,Adzuna,API,https://www.adzuna.com/details/5260865724?utm_medium=api&utm_source=523818bf
"Senior Designer, Growth Job at Dentsu Aegis Network in New York",Dentsu Aegis Network,US,New York,24118.664716666666,24118.664716666666,PEN,Mensual,,"PR, Advertising & Marketing Jobs",Adzuna,API,https://www.adzuna.com/details/5204234960?utm_medium=api&utm_source=523818bf
"Senior Consultant, M&A and Activism Communications",FTI Consulting,US,New York,41265.1404,41265.1404,PEN,Mensual,,Consultancy Jobs,Adzuna,API,https://www.adzuna.com/details/5287564984?utm_medium=api&utm_source=523818bf
Senior Lead Software Engineer-Platform Engineering AIML,JPMorganChase,US,New Jersey,53295.0,81033.33333333334,PEN,Mensual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5138153427?utm_medium=api&utm_source=523818bf
Equity Sales Assistant,Wolfe Research,US,New York,23375.0,26491.666666666668,PEN,Mensual,full_time,"PR, Advertising & Marketing Jobs",Adzuna,API,https://www.adzuna.com/land/ad/5288426584?se=SvRNA_Vb8BGV_r5iQS7-iA&utm_medium=api&utm_source=523818bf&v=CB69FBEF1CC5E1EE0EBC01F8927B5E3874014E72
Digital Strategy Manager,Applecart,US,New York,31166.66666666667,38958.333333333336,PEN,Mensual,,Consultancy Jobs,Adzuna,API,https://www.adzuna.com/details/4811337416?utm_medium=api&utm_source=523818bf
"Senior Analyst, Investor Relations",The United States Life Insurance Company in the City of New York,US,New Jersey,28985.0,49866.66666666667,PEN,Mensual,full_time,Accounting & Finance Jobs,Adzuna,API,https://www.adzuna.com/details/5248128091?utm_medium=api&utm_source=523818bf
Sr. Director – Data Digitization and Automation – Analytical Portfolio,Standard & Poor'S Financial Service,US,New York,50132.64923333334,50132.64923333334,PEN,Mensual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5279230030?utm_medium=api&utm_source=523818bf
Sr. Director - Data Digitization and Automation - Analytical Portfolio,S&P Global,US,New York,48028.26343333334,48028.26343333334,PEN,Mensual,,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5278128346?utm_medium=api&utm_source=523818bf
"Senior Product Manager, Google Cloud Integrations",Datadog,US,New York,43223.59763333333,43223.59763333333,PEN,Mensual,,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5205813235?utm_medium=api&utm_source=523818bf
Fund Data Analytics & Operations Associate,PDT Partners,US,New York,31166.66666666667,40516.66666666667,PEN,Mensual,,Accounting & Finance Jobs,Adzuna,API,https://www.adzuna.com/details/4948863851?utm_medium=api&utm_source=523818bf
Software Engineer III- AIML,JPMorgan Chase & Co.,US,New Jersey,41451.66666666667,57658.333333333336,PEN,Mensual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5144887792?utm_medium=api&utm_source=523818bf
Senior Systems Analyst,Federal Home Loan Bank of New York,US,New York,46750.0,51425.0,PEN,Mensual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5099910208?utm_medium=api&utm_source=523818bf
Moonbug Entertainment is hiring: Digital Media Analyst in New York,Moonbug Entertainment,US,New York,29450.280933333335,29450.280933333335,PEN,Mensual,,"PR, Advertising & Marketing Jobs",Adzuna,API,https://www.adzuna.com/details/5088549608?utm_medium=api&utm_source=523818bf
Senior Data Engineer,JUUL Labs,US,New York,43281.804500000006,43281.804500000006,PEN,Mensual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5263986043?utm_medium=api&utm_source=523818bf
"Senior Director, Product Management, Card Data",Capital One,US,New York,46085.719900000004,46085.719900000004,PEN,Mensual,part_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5215153331?utm_medium=api&utm_source=523818bf
Head of Data Science and Analytics,Willis Towers Watson,US,New Jersey,41310.14506666667,41310.14506666667,PEN,Mensual,,"PR, Advertising & Marketing Jobs",Adzuna,API,https://www.adzuna.com/details/5251396736?utm_medium=api&utm_source=523818bf
"Senior Product Manager, Product Management- Card Data",Capital One,US,New York,52158.647750000004,52158.647750000004,PEN,Mensual,part_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5189501959?utm_medium=api&utm_source=523818bf
Strategy Analyst/Associate,Charlie Health,US,New York,23375.0,40516.66666666667,PEN,Mensual,full_time,Healthcare & Nursing Jobs,Adzuna,API,https://www.adzuna.com/details/5239986927?utm_medium=api&utm_source=523818bf
Head of Data Science and Analytics,WTW,US,New Jersey,39545.117516666665,39545.117516666665,PEN,Mensual,full_time,"PR, Advertising & Marketing Jobs",Adzuna,API,https://www.adzuna.com/details/5214043535?utm_medium=api&utm_source=523818bf
Head of Data Science and Analytics,WTW,US,New Jersey,39545.117516666665,39545.117516666665,PEN,Mensual,,"PR, Advertising & Marketing Jobs",Adzuna,API,https://www.adzuna.com/details/5212584884?utm_medium=api&utm_source=523818bf
Head of Platform Strategy,Guardian Life,US,New York,51915.382566666674,51915.382566666674,PEN,Mensual,,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5265931168?utm_medium=api&utm_source=523818bf
IT Advisor-Big Data-Architecture-Senior Manager- Mult Pos-1616501,EY,US,New York,38930.875499999995,38930.875499999995,PEN,Mensual,,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5246722396?utm_medium=api&utm_source=523818bf
Procurement Analyst,Hanwha Techwin America Inc,US,New Jersey,17141.666666666668,28050.0,PEN,Mensual,,Accounting & Finance Jobs,Adzuna,API,https://www.adzuna.com/details/5263855433?utm_medium=api&utm_source=523818bf
Data Analytics Senior Consultant / Manager,NTT DATA North America,US,New York,47939.943333333336,47939.943333333336,PEN,Mensual,,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5280307021?utm_medium=api&utm_source=523818bf
Data Analytics Senior Consultant / Manager,NTT DATA Services,US,New York,50294.75018333334,50294.75018333334,PEN,Mensual,,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5278924885?utm_medium=api&utm_source=523818bf
Senior Financial Analyst,Roku,US,New York,43633.333333333336,46282.5,PEN,Mensual,full_time,Sales Jobs,Adzuna,API,https://www.adzuna.com/details/5248013250?utm_medium=api&utm_source=523818bf
Special Inspector,Metropolitan Transportation Authority,US,New York,17900.575,27538.555,PEN,Mensual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5031619059?utm_medium=api&utm_source=523818bf
Data Management Product Owner Associate,JPMorganChase,US,New Jersey,29608.333333333336,48308.333333333336,PEN,Mensual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5226502073?utm_medium=api&utm_source=523818bf
Senior Data Architect,Mizuho Americas Services,US,New York,59216.66666666667,85708.33333333334,PEN,Mensual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5177983814?utm_medium=api&utm_source=523818bf
"Finance Manager, Advertising Finance",Amazon,US,New York,28904.87985,28904.87985,PEN,Mensual,,Accounting & Finance Jobs,Adzuna,API,https://www.adzuna.com/details/5261808203?utm_medium=api&utm_source=523818bf
"Analyst, Marketing & Business Intelligence",TBWA\Chiat\Day,US,New York,18700.0,21816.666666666668,PEN,Mensual,,"PR, Advertising & Marketing Jobs",Adzuna,API,https://www.adzuna.com/details/5286956030?utm_medium=api&utm_source=523818bf
Operations Evaluations Analyst PMMI,Catholic Guardian Services,US,New York,25540.453766666666,25540.453766666666,PEN,Mensual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5184376938?utm_medium=api&utm_source=523818bf
"Senior Manager, Competitive Intelligence Marketing New York",Riskified,US,New York,53200.16918333334,53200.16918333334,PEN,Mensual,,"PR, Advertising & Marketing Jobs",Adzuna,API,https://www.adzuna.com/details/5287535018?utm_medium=api&utm_source=523818bf
"Senior Designer, Growth",Dentsu,US,New York,26563.923466666667,26563.923466666667,PEN,Mensual,,"PR, Advertising & Marketing Jobs",Adzuna,API,https://www.adzuna.com/details/5233512845?utm_medium=api&utm_source=523818bf
"Dentsu Aegis Network Ltd. is hiring: Senior Designer, Growth in New York",Dentsu Aegis Network Ltd.,US,New York,27331.667550000002,27331.667550000002,PEN,Mensual,,"PR, Advertising & Marketing Jobs",Adzuna,API,https://www.adzuna.com/details/5240187714?utm_medium=api&utm_source=523818bf
"dentsu is hiring: Senior Designer, Growth in New York",Dentsu,US,New York,26228.64181666667,26228.64181666667,PEN,Mensual,,"PR, Advertising & Marketing Jobs",Adzuna,API,https://www.adzuna.com/details/5287564332?utm_medium=api&utm_source=523818bf
Analyst - Investor Services,StepStone Group,US,New York,21816.666666666668,24933.333333333336,PEN,Mensual,,Accounting & Finance Jobs,Adzuna,API,https://www.adzuna.com/details/5206136488?utm_medium=api&utm_source=523818bf
"Data Engineer III - Data Infrastructure for Enterprise Transformation, High Velocity Transformation",Amazon,US,New York,47654.68106666667,47654.68106666667,PEN,Mensual,,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5271712254?utm_medium=api&utm_source=523818bf
Equity Research Senior Associate/ Vice President- Autos,Wolfe Research,US,New York,34283.333333333336,54541.66666666667,PEN,Mensual,full_time,Accounting & Finance Jobs,Adzuna,API,https://www.adzuna.com/land/ad/5286900099?se=sO8XBfVb8BGlPpGK4j_S_A&utm_medium=api&utm_source=523818bf&v=E73D78FCD37EDE4A3AF22FCD83E66F67B07E7F00
Equity Research Senior Associate-Insurance,Wolfe Research,US,New York,34283.333333333336,46750.0,PEN,Mensual,full_time,Accounting & Finance Jobs,Adzuna,API,https://www.adzuna.com/land/ad/5289833320?se=sO8XBfVb8BGlPpGK4j_S_A&utm_medium=api&utm_source=523818bf&v=FB237213B09AB064E7048EB527764868C006BAA2
Equity Research Senior Associate- Autos,Wolfe Research,US,New York,34283.333333333336,46750.0,PEN,Mensual,full_time,Accounting & Finance Jobs,Adzuna,API,https://www.adzuna.com/land/ad/5288661240?se=sO8XBfVb8BGlPpGK4j_S_A&utm_medium=api&utm_source=523818bf&v=1D4B031B0907BBA06D70022C996036A239DAA0E1
Data Visualization,JPMorganChase,US,New Jersey,42230.833333333336,63891.666666666664,PEN,Mensual,,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5257984523?utm_medium=api&utm_source=523818bf
"Engineer, Machine Learning",Link Logistics Real Estate Holdco,US,New York,54541.66666666667,60775.0,PEN,Mensual,full_time,Engineering Jobs,Adzuna,API,https://www.adzuna.com/details/5226159625?utm_medium=api&utm_source=523818bf
Global Data Management and Governance Director - Advisory,Cushman & Wakefield,US,New York,46627.720700000005,46627.720700000005,PEN,Mensual,,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5234719059?utm_medium=api&utm_source=523818bf
"VP, Data Science - Model Development",Synchrony,US,New York,50860.87398333334,50860.87398333334,PEN,Mensual,,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5285547967?utm_medium=api&utm_source=523818bf
"Price Comparison Customer Experience Product Manager, Shopping (Remote-Eligible)",Capital One,US,New York,39046.99626666667,39046.99626666667,PEN,Mensual,part_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5189519871?utm_medium=api&utm_source=523818bf
"Manager, Categories Product Manager: Capital One Shopping (Remote - Eligible)",Capital One,US,New York,46632.07780000001,46632.07780000001,PEN,Mensual,part_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5189514148?utm_medium=api&utm_source=523818bf
"Extension Alerts Retargeting Product Manager, Shopping (Remote-Eligible)",Capital One,US,New York,40403.06416666667,40403.06416666667,PEN,Mensual,part_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5189517558?utm_medium=api&utm_source=523818bf
"Senior Manager, Competitive Intelligence",Riskified,US,New York,38958.333333333336,45191.66666666667,PEN,Mensual,full_time,"PR, Advertising & Marketing Jobs",Adzuna,API,https://www.adzuna.com/details/5200019612?utm_medium=api&utm_source=523818bf
"Senior Manager, Product Designer (Individual Contributor)",Capital One,US,New York,44389.573800000006,44389.573800000006,PEN,Mensual,part_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5189502854?utm_medium=api&utm_source=523818bf
"Amazon is hiring: Sr. Business Analyst, Product Marketing, Amazon Ads in New Yor",Amazon,US,New York,37076.287416666666,37076.287416666666,PEN,Mensual,,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5238877414?utm_medium=api&utm_source=523818bf
Senior Associate,Impendi Analytics,US,New York,35811.8277,35811.8277,PEN,Mensual,full_time,Consultancy Jobs,Adzuna,API,https://www.adzuna.com/details/5288528628?utm_medium=api&utm_source=523818bf
"Sr. Business Analyst, Product Marketing, Amazon Ads",Amazon,US,New York,34685.7885,34685.7885,PEN,Mensual,,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5232939242?utm_medium=api&utm_source=523818bf
(Junior) Data Ops Engineer - Data Publishing (m/f/d) Job at Statista Inc. in New,Statista Inc.,US,New York,30734.2728,30734.2728,PEN,Mensual,,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5076538812?utm_medium=api&utm_source=523818bf
"PitchBook Data is hiring: Sr. Reporter, Leveraged Loans in New York",PitchBook Data,US,New York,35470.33141666667,35470.33141666667,PEN,Mensual,,Accounting & Finance Jobs,Adzuna,API,https://www.adzuna.com/details/5258254695?utm_medium=api&utm_source=523818bf
