puesto_trabajo,nombre_empresa,pais,region_estado,salario_minimo,salario_maximo,moneda_salario,periodo_salario,tipo_contrato,categoria,plataforma_origen,tipo_fuente_datos,enlace_oferta
"People Analytics Specialist, People Analytics (Short-Term Employment) (San Francisco)",Meta,US,California,94733.8,94733.8,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5288410595?utm_medium=api&utm_source=523818bf
Cloud Automation & Integration Engineer,Rubrik,US,California,130085.8,130085.8,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5244333774?utm_medium=api&utm_source=523818bf
Quantum Applications Software Engineers (Experienced/Senior),Boeing,US,California,118150.0,159850,USD,Anual,full_time,Engineering Jobs,Adzuna,API,https://www.adzuna.com/details/5228565583?utm_medium=api&utm_source=523818bf
"Software Engineer, Full Stack, Level 4",Snap Inc.,US,California,143758.19,143758.19,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5284903276?utm_medium=api&utm_source=523818bf
"Software Engineer, Full Stack, Level 4",Snap Inc.,US,California,129624.99,129624.99,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5284902257?utm_medium=api&utm_source=523818bf
Networking Site Reliability Developer - OCI,Oracle,US,California,142938.22,142938.22,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5240011214?utm_medium=api&utm_source=523818bf
"Associate, Data & Analytics Engineer (San Francisco)",ICONIQ Capital,US,California,131933.64,131933.64,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5226992123?utm_medium=api&utm_source=523818bf
Quantum Applications Software Engineers (Experienced/Senior),The Boeing Company,US,California,162375.89,162375.89,USD,Anual,NA,Engineering Jobs,Adzuna,API,https://www.adzuna.com/details/5228555777?utm_medium=api&utm_source=523818bf
Counter Intrusion - Sr. Mission Software Engineer - Estimation & Tracking,Anduril Industries,US,California,168000.0,294000,USD,Anual,full_time,Engineering Jobs,Adzuna,API,https://www.adzuna.com/details/5108209593?utm_medium=api&utm_source=523818bf
Product Engineer I – ArcGIS Pro Sharing,Esri,US,California,102879.55,102879.55,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5070007304?utm_medium=api&utm_source=523818bf
Staff Software Engineer - Backend,Artisan,US,California,122190.78,122190.78,USD,Anual,full_time,Engineering Jobs,Adzuna,API,https://www.adzuna.com/details/5086171146?utm_medium=api&utm_source=523818bf
Gentoro | Chief AI & Data Science Officer,Palm Venture Studios,US,California,135315.56,135315.56,USD,Anual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5013788815?utm_medium=api&utm_source=523818bf
"Senior Flash Firmware Engineer, Systems Engineering",Pure Storage,US,California,163000.0,264000,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5154978600?utm_medium=api&utm_source=523818bf
Software Development Engineer - Test,Apple,US,California,181270.58,181270.58,USD,Anual,NA,Engineering Jobs,Adzuna,API,https://www.adzuna.com/details/5269374136?utm_medium=api&utm_source=523818bf
Senior Consultant - Technical,Nordic Consulting Partners,US,California,111290.56,111290.56,USD,Anual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5209162454?utm_medium=api&utm_source=523818bf
Senior Associate - Portfolio Management,StepStone Group,US,California,125000.0,145000,USD,Anual,NA,Scientific & QA Jobs,Adzuna,API,https://www.adzuna.com/details/5261592470?utm_medium=api&utm_source=523818bf
"Site Reliability Engineer, Data Analytics",Apple,US,California,171600.0,258100,USD,Anual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5277217551?utm_medium=api&utm_source=523818bf
"Lead Solutions Analyst - API, Azure, DevOps",CyberCoders,US,California,100000.0,160000,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5281839669?utm_medium=api&utm_source=523818bf
Technical Artist III,Magnopus,US,California,147245.5,147245.5,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5287553122?utm_medium=api&utm_source=523818bf
"Software Engineer, Google Photos, LLM, Scale and Infrastructure",Google,US,California,141000.0,202000,USD,Anual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5291507240?utm_medium=api&utm_source=523818bf
Lead Designer,HCL Technologies,US,California,122642.82,122642.82,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5271405352?utm_medium=api&utm_source=523818bf
Front End Engineer (Contractor),GenBio AI,US,California,144250.66,144250.66,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5262886692?utm_medium=api&utm_source=523818bf
Senior/Staff Robotics Software Engineer,Neptune Medical,US,California,170000.0,220000,USD,Anual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5283454088?utm_medium=api&utm_source=523818bf
"Software Engineering Intern, Robot Learning Platform - Fall 2025",Nvidia Usa,US,California,0.0,71,USD,Anual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5286798703?utm_medium=api&utm_source=523818bf
"SDET Manager: Mail, Messages, FaceTime and Phone",Apple,US,California,216600.0,374600,USD,Anual,full_time,Engineering Jobs,Adzuna,API,https://www.adzuna.com/details/5277162494?utm_medium=api&utm_source=523818bf
Embedded 5G/4G Cellular Physical Layer Data Path Signal Processing Firmware Engineer,Apple,US,California,139500.0,258100,USD,Anual,NA,Engineering Jobs,Adzuna,API,https://www.adzuna.com/details/5277181284?utm_medium=api&utm_source=523818bf
Embedded 5G/4G Cellular Physical Layer Data Path Signal Processing Firmware Engineer,Apple,US,California,147400.0,272100,USD,Anual,NA,Engineering Jobs,Adzuna,API,https://www.adzuna.com/details/5277332878?utm_medium=api&utm_source=523818bf
Software Development Engineer -Test,Apple,US,California,135400.0,204000,USD,Anual,full_time,Engineering Jobs,Adzuna,API,https://www.adzuna.com/details/5277320983?utm_medium=api&utm_source=523818bf
"Xcode Program, Build, and Release Project Manager",Apple,US,California,172100.0,258600,USD,Anual,NA,Engineering Jobs,Adzuna,API,https://www.adzuna.com/details/5277209063?utm_medium=api&utm_source=523818bf
Accessibility Software Automation Engineer,Apple,US,California,147400.0,220900,USD,Anual,full_time,Engineering Jobs,Adzuna,API,https://www.adzuna.com/details/5277182043?utm_medium=api&utm_source=523818bf
"POS Production Engineering - SRE, Retail Engineering, Early Career",Apple,US,California,126800.0,190900,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5277140694?utm_medium=api&utm_source=523818bf
LEAD DESIGNER Job at HCL Technologies Limited in Santa Clara,HCL Technologies Limited,US,California,89407.85,89407.85,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5287564424?utm_medium=api&utm_source=523818bf
"Senior/Staff Full-Stack Software Engineer - Simulation, Special Projects",Apple,US,California,212356.3,212356.3,USD,Anual,NA,Engineering Jobs,Adzuna,API,https://www.adzuna.com/details/5223322116?utm_medium=api&utm_source=523818bf
"2025 Fall Intern, SOC Modeling Infrastructure",Samsung Research America Internship,US,California,91520.0,131040,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/land/ad/5052336570?se=JK8DufRb8BG66dTL6YHm1A&utm_medium=api&utm_source=523818bf&v=6BB6FCED6BE3BC393AB4840E2A0E0473A872B8F9
Application Engineer,CyberCoders,US,California,150000.0,170000,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5289134609?utm_medium=api&utm_source=523818bf
Applications Engineer,CyberCoders,US,California,150000.0,170000,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5289135439?utm_medium=api&utm_source=523818bf
Website Access Management/Documentation Specialist,US Tech Solutions,US,California,65200.36,65200.36,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5061354866?utm_medium=api&utm_source=523818bf
Senior Software Engineer - Data Clean Room Applications,Snowflake,US,California,195000.0,287500,USD,Anual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5064810689?utm_medium=api&utm_source=523818bf
Health Tech & AI Startup: Founding ML Engineer,NA,US,California,212713.44,212713.44,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5289184760?utm_medium=api&utm_source=523818bf
Health Tech & AI Startup: Founding ML Engineer,StackedSP,US,California,213798.44,213798.44,USD,Anual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5083494163?utm_medium=api&utm_source=523818bf
"Software Engineer I, Factory Platform (Long Beach)",Relativity Space,US,California,146301.94,146301.94,USD,Anual,NA,Engineering Jobs,Adzuna,API,https://www.adzuna.com/details/5253070484?utm_medium=api&utm_source=523818bf
"Software Engineer I, Factory Platform (Long Beach)",Rocket Lab,US,California,127321.77,127321.77,USD,Anual,NA,Engineering Jobs,Adzuna,API,https://www.adzuna.com/details/5253072513?utm_medium=api&utm_source=523818bf
Senior Software Engineer,Kimia Therapeutics,US,California,150000.0,195500,USD,Anual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5016581064?utm_medium=api&utm_source=523818bf
"Infrastructure Engineer - Dublin, CA",Articul8,US,California,117956.7,117956.7,USD,Anual,full_time,Engineering Jobs,Adzuna,API,https://www.adzuna.com/details/5011393760?utm_medium=api&utm_source=523818bf
Embedded Software Engineer,Reliable Robotics,US,California,140062.22,140062.22,USD,Anual,full_time,Engineering Jobs,Adzuna,API,https://www.adzuna.com/details/5238325847?utm_medium=api&utm_source=523818bf
Principal Hardware Engineer,Oracle,US,California,195214.88,195214.88,USD,Anual,NA,Engineering Jobs,Adzuna,API,https://www.adzuna.com/details/5185052364?utm_medium=api&utm_source=523818bf
Compiler Software Engineers (Associate/Mid-Level),BOEING,US,California,92650.0,125350,USD,Anual,full_time,Engineering Jobs,Adzuna,API,https://www.adzuna.com/details/5197942841?utm_medium=api&utm_source=523818bf
Compiler Software Engineers (Associate/Mid-Level),The Boeing Company,US,California,149222.34,149222.34,USD,Anual,NA,Engineering Jobs,Adzuna,API,https://www.adzuna.com/details/5196262636?utm_medium=api&utm_source=523818bf
Full-Stack Software Engineer,Teambridge,US,California,120052.73,120052.73,USD,Anual,full_time,Engineering Jobs,Adzuna,API,https://www.adzuna.com/land/ad/5016663150?se=avH2uvRb8BG66dTL6YHm1A&utm_medium=api&utm_source=523818bf&v=5CCB213418D442880F9480466071E85BE43F1981
Backend Software Engineer,Teambridge,US,California,133613.77,133613.77,USD,Anual,full_time,Engineering Jobs,Adzuna,API,https://www.adzuna.com/land/ad/5262812899?se=avH2uvRb8BG66dTL6YHm1A&utm_medium=api&utm_source=523818bf&v=B5ACC482DB4558334D11F6E9CE36892045838A61
Senior Software Engineer - Backend,Lyra Health,US,California,134576.47,134576.47,USD,Anual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5210704676?utm_medium=api&utm_source=523818bf
Senior Software Engineer - Backend,Lyra Health,US,California,133220.11,133220.11,USD,Anual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5210704593?utm_medium=api&utm_source=523818bf
Senior Software Engineer - Backend,Lyra Health,US,California,125307.19,125307.19,USD,Anual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5210704375?utm_medium=api&utm_source=523818bf
Senior Software Engineer - Backend,Lyra Health,US,California,131366.27,131366.27,USD,Anual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5210704824?utm_medium=api&utm_source=523818bf
Wireless System Verification Engineer,Apple,US,California,135400.0,250600,USD,Anual,NA,Engineering Jobs,Adzuna,API,https://www.adzuna.com/details/5277185413?utm_medium=api&utm_source=523818bf
C++ Backend Developer (Industrial Automation/ Robotics),US Tech Solutions,US,California,110294.41,110294.41,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5061354760?utm_medium=api&utm_source=523818bf
Research Engineer,Harmonic,US,California,58060.74,58060.74,USD,Anual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/4886228959?utm_medium=api&utm_source=523818bf
ML AI Engineer,Eleven Recruiting,US,California,145000.0,170000,USD,Anual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/4814450805?utm_medium=api&utm_source=523818bf
Wireless System Verification Engineer,Apple,US,California,147400.0,272100,USD,Anual,NA,Engineering Jobs,Adzuna,API,https://www.adzuna.com/details/5277332451?utm_medium=api&utm_source=523818bf
Founding Software Engineer,HMBL,US,California,143044.58,143044.58,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/details/4875836068?utm_medium=api&utm_source=523818bf
Wireless System Verification Engineer,Apple,US,California,120300.0,181200,USD,Anual,NA,Engineering Jobs,Adzuna,API,https://www.adzuna.com/details/5277191572?utm_medium=api&utm_source=523818bf
Wireless System Verification Engineer,Apple,US,California,126800.0,190900,USD,Anual,NA,Engineering Jobs,Adzuna,API,https://www.adzuna.com/details/5277210039?utm_medium=api&utm_source=523818bf
Staff Software Engineer - Network Software Development,Tarana Wireless,US,California,118949.21,118949.21,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5269117832?utm_medium=api&utm_source=523818bf
TUG is hiring: Senior Software Radio Engineer - MUST be a US Citizen in San Dieg,TUG,US,California,108121.11,108121.11,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5262994405?utm_medium=api&utm_source=523818bf
"Software Development Engineer in Test: Mail, Messages, FaceTime, Phone, Safari, Applied Networking",Apple,US,California,139500.0,258100,USD,Anual,NA,Engineering Jobs,Adzuna,API,https://www.adzuna.com/details/5279227270?utm_medium=api&utm_source=523818bf
Senior Backend Engineer- Python,CyberCoders,US,California,180000.0,200000,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5290240969?utm_medium=api&utm_source=523818bf
Senior Software Radio Engineer - MUST be a US Citizen Job at TUG in San Diego,TUG,US,California,105131.71,105131.71,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5279683358?utm_medium=api&utm_source=523818bf
Simulation Integration Specialist - Mountain View,Morson,US,California,139360.0,158080,USD,Anual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5108243414?utm_medium=api&utm_source=523818bf
Deep Learning Engineer,GenBio AI,US,California,189702.36,189702.36,USD,Anual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5015759197?utm_medium=api&utm_source=523818bf
UI/ UX Designer,GenBio AI,US,California,188944.4,188944.4,USD,Anual,full_time,Scientific & QA Jobs,Adzuna,API,https://www.adzuna.com/details/5283946367?utm_medium=api&utm_source=523818bf
Machine Learning Engineer,Tech Consulting,US,California,79756.89,79756.89,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5242752013?utm_medium=api&utm_source=523818bf
Electrical Test Engineer,Neros Technologies,US,California,120000.0,180000,USD,Anual,NA,Engineering Jobs,Adzuna,API,https://www.adzuna.com/details/5212062302?utm_medium=api&utm_source=523818bf
Lead Data Engineer,GenBio AI,US,California,190032.45,190032.45,USD,Anual,full_time,Scientific & QA Jobs,Adzuna,API,https://www.adzuna.com/details/5015632087?utm_medium=api&utm_source=523818bf
System Frameworks Software Developer in Test,Apple,US,California,147400.0,220900,USD,Anual,full_time,Engineering Jobs,Adzuna,API,https://www.adzuna.com/details/5277186919?utm_medium=api&utm_source=523818bf
"Data Governance Analyst, Consultant",Blue Shield of California,US,California,94752.31,94752.31,USD,Anual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5226384163?utm_medium=api&utm_source=523818bf
Senior Software Engineer,JBA International,US,California,169238.84,169238.84,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/details/4816856460?utm_medium=api&utm_source=523818bf
Software Engineer II,Coalition,US,California,107351.34,107351.34,USD,Anual,full_time,Engineering Jobs,Adzuna,API,https://www.adzuna.com/details/5209137819?utm_medium=api&utm_source=523818bf
Embedded 5G/4G Cellular Physical Layer Data Path Signal Processing Firmware Engineer,Apple,US,California,171600.0,302200,USD,Anual,NA,Engineering Jobs,Adzuna,API,https://www.adzuna.com/details/5277187153?utm_medium=api&utm_source=523818bf
Embedded 5G/4G Cellular Physical Layer Data Path Signal Processing Firmware Engineer,Apple,US,California,181100.0,318400,USD,Anual,NA,Engineering Jobs,Adzuna,API,https://www.adzuna.com/details/5277147822?utm_medium=api&utm_source=523818bf
"Technical Lead Manager, Planner Research (San Francisco)",Waymo,US,California,111650.84,111650.84,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5288410546?utm_medium=api&utm_source=523818bf
Senior Backend Engineer,Loft Orbital Solutions,US,California,130000.0,190000,USD,Anual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5222534517?utm_medium=api&utm_source=523818bf
Photonics Systems Test Engineer,CACI,US,California,90300.0,189600,USD,Anual,full_time,Engineering Jobs,Adzuna,API,https://www.adzuna.com/details/5262724540?utm_medium=api&utm_source=523818bf
Senior Cybersecurity Engineer,"Cadence Design Systems, Inc.",US,California,125411.44,125411.44,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5254638473?utm_medium=api&utm_source=523818bf
Senior Software Engineer,Circadia Health,US,California,167537.28,167537.28,USD,Anual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5146843861?utm_medium=api&utm_source=523818bf
"Software Engineer 3, Search AI",MongoDB,US,California,211516.1,211516.1,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5248438905?utm_medium=api&utm_source=523818bf
Software Engineer - Skunk Works - Level 4,Lockheed Martin,US,California,125600.0,217695,USD,Anual,full_time,Engineering Jobs,Adzuna,API,https://www.adzuna.com/details/5271393607?utm_medium=api&utm_source=523818bf
"Head of Solution Engineering, Enterprise",Scale AI,US,California,200000.0,250000,USD,Anual,full_time,Engineering Jobs,Adzuna,API,https://www.adzuna.com/details/5201370494?utm_medium=api&utm_source=523818bf
Principal Engineer Software (Prisma Access Back End),Palo Alto Networks,US,California,157437.9,157437.9,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5126117479?utm_medium=api&utm_source=523818bf
"Senior Strategic Projects Lead, Generative AI","Scale AI, Inc.",US,California,139965.28,139965.28,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/land/ad/5183910876?se=avH2uvRb8BG66dTL6YHm1A&utm_medium=api&utm_source=523818bf&v=9CED8C61DA483E78BA5AC417D572E1BD507EC1E5
Senior Business Intelligence (BI) Analyst - Onsite,Beckman Coulter,US,California,122000.0,133000,USD,Anual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5274558165?utm_medium=api&utm_source=523818bf
"Lead Analyst, Risk insights",eBay,US,California,140800.0,188000,USD,Anual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5238631358?utm_medium=api&utm_source=523818bf
"Research Engineer, Reinforcement Learning",Harmonic,US,California,62122.84,62122.84,USD,Anual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/4998663146?utm_medium=api&utm_source=523818bf
Staff Software Engineer (Full-Stack & Architecture),COVU,US,California,213873.28,213873.28,USD,Anual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5238711853?utm_medium=api&utm_source=523818bf
Software Developer in Test - HomeKit,Apple,US,California,139500.0,258100,USD,Anual,NA,Engineering Jobs,Adzuna,API,https://www.adzuna.com/details/5289826240?utm_medium=api&utm_source=523818bf
"Engineer II, Software Automation",Masimo,US,California,99047.34,99047.34,USD,Anual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5238582484?utm_medium=api&utm_source=523818bf
Senior Programmer Analyst,Struction Solutions,US,California,105000.0,115000,USD,Anual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5275680528?utm_medium=api&utm_source=523818bf
Senior Human-Computer Interaction Researcher,Toyota Research Institute,US,California,180000.0,270000,USD,Anual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/land/ad/5139854700?se=bA69vPRb8BG66dTL6YHm1A&utm_medium=api&utm_source=523818bf&v=93B1701F23CF2AB8799B8D3EC3AC57CFD838C2D3
"Software Development Engineer II (SDE), MONA",Amazon,US,California,181348.73,181348.73,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5210710665?utm_medium=api&utm_source=523818bf
Software Engineering Senior Technical Leader - Networking,Cisco,US,California,215415.9,215415.9,USD,Anual,NA,Engineering Jobs,Adzuna,API,https://www.adzuna.com/details/5289101243?utm_medium=api&utm_source=523818bf
Compiler Software Engineer (Senior/Subject Matter Expert),The Boeing Company,US,California,162508.5,162508.5,USD,Anual,NA,Engineering Jobs,Adzuna,API,https://www.adzuna.com/details/5228555763?utm_medium=api&utm_source=523818bf
Compiler Software Engineer (Senior/Subject Matter Expert),BOEING,US,California,167450.0,226550,USD,Anual,full_time,Engineering Jobs,Adzuna,API,https://www.adzuna.com/details/5283710575?utm_medium=api&utm_source=523818bf
Senior Backend Engineer,XperiencOps Inc,US,California,150000.0,200000,USD,Anual,full_time,Engineering Jobs,Adzuna,API,https://www.adzuna.com/details/4973099222?utm_medium=api&utm_source=523818bf
"Engineering Manager, Developer Experience",Harvey,US,California,250000.0,300000,USD,Anual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5262687036?utm_medium=api&utm_source=523818bf
"Senior Software Engineer, Search AI",MongoDB,US,California,243227.95,243227.95,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5236120109?utm_medium=api&utm_source=523818bf
Software Development Engineer - Applications,Apple,US,California,177512.75,177512.75,USD,Anual,NA,Engineering Jobs,Adzuna,API,https://www.adzuna.com/details/5269374074?utm_medium=api&utm_source=523818bf
Principal Data Scientist,KAYAK,US,California,146619.14,146619.14,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5262909709?utm_medium=api&utm_source=523818bf
Senior System Level Product Engineer,Nvidia Usa,US,California,0.0,310500,USD,Anual,full_time,Engineering Jobs,Adzuna,API,https://www.adzuna.com/details/5222494045?utm_medium=api&utm_source=523818bf
Lead Technical Writer Job at Promote Project in San Francisco,Promote Project,US,California,166001.89,166001.89,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5250633073?utm_medium=api&utm_source=523818bf
Promote Project is hiring: Lead Technical Writer in San Francisco,Promote Project,US,California,177049.67,177049.67,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5164852309?utm_medium=api&utm_source=523818bf
AI Engineer,Ironclad,US,California,145000.0,165000,USD,Anual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5204647731?utm_medium=api&utm_source=523818bf
Developer,SAP,US,California,136334.6,136334.6,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5267251667?utm_medium=api&utm_source=523818bf
"Software Engineer I, Factory Platform",Relativity Space,US,California,124000.0,158400,USD,Anual,NA,Engineering Jobs,Adzuna,API,https://www.adzuna.com/details/5251792964?utm_medium=api&utm_source=523818bf
Full Stack Engineer,Astranis,US,California,120000.0,150000,USD,Anual,NA,Engineering Jobs,Adzuna,API,https://www.adzuna.com/details/5279230867?utm_medium=api&utm_source=523818bf
Photonics Systems Test Engineer,CACI International,US,California,96982.93,96982.93,USD,Anual,NA,Engineering Jobs,Adzuna,API,https://www.adzuna.com/details/5190197784?utm_medium=api&utm_source=523818bf
Member of Technical Staff (Software Engineer),Cerebras Systems,US,California,123583.27,123583.27,USD,Anual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5239859279?utm_medium=api&utm_source=523818bf
Software Engineer,Muon Space,US,California,129000.0,192000,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5134954306?utm_medium=api&utm_source=523818bf
Senior Controls Engineer,Wunderlich-Malec Careers,US,California,140000.0,160000,USD,Anual,full_time,Engineering Jobs,Adzuna,API,https://www.adzuna.com/details/5239919932?utm_medium=api&utm_source=523818bf
Senior Process Engineer (Advanced R&D),Freeform,US,California,100000.0,200000,USD,Anual,NA,Engineering Jobs,Adzuna,API,https://www.adzuna.com/details/5238553906?utm_medium=api&utm_source=523818bf
Senior Process Engineer (Advanced R&D),Freeform,US,California,128260.05,128260.05,USD,Anual,NA,Engineering Jobs,Adzuna,API,https://www.adzuna.com/details/5231035777?utm_medium=api&utm_source=523818bf
"Senior Software Engineer, API",Headspace Sourcing,US,California,157812.06,157812.06,USD,Anual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5283925911?utm_medium=api&utm_source=523818bf
Sr. Data Engineer,Contact Government Services,US,California,144768.0,209109,USD,Anual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5289699648?utm_medium=api&utm_source=523818bf
Senior Machine Learning Engineer,Snowflake,US,California,173000.0,264500,USD,Anual,full_time,Engineering Jobs,Adzuna,API,https://www.adzuna.com/details/5120838354?utm_medium=api&utm_source=523818bf
"Principal Technical Consultant, Platform Engineering",Ahead,US,California,261246.8,261246.8,USD,Anual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5216526662?utm_medium=api&utm_source=523818bf
Cellular PHY Systems Engineer,Apple,US,California,128958.54,128958.54,USD,Anual,NA,Engineering Jobs,Adzuna,API,https://www.adzuna.com/details/5061363751?utm_medium=api&utm_source=523818bf
PHY Systems Engineer,Apple,US,California,153718.86,153718.86,USD,Anual,NA,Engineering Jobs,Adzuna,API,https://www.adzuna.com/details/5061364026?utm_medium=api&utm_source=523818bf
Senior Software Engineer,Muon Space,US,California,144000.0,213000,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5283751560?utm_medium=api&utm_source=523818bf
Software Engineering MTS,Salesforce,US,California,148069.56,148069.56,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5213308261?utm_medium=api&utm_source=523818bf
Software Engineer I - Factory Platform,Relativity Space,US,California,124000.0,158000,USD,Anual,NA,Engineering Jobs,Adzuna,API,https://www.adzuna.com/details/5240955693?utm_medium=api&utm_source=523818bf
Lead Technical Writer,Promote Project,US,California,161392.45,161392.45,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5216137206?utm_medium=api&utm_source=523818bf
Senior GIS Software Engineer,Toyon Research Corporation,US,California,130000.0,190000,USD,Anual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/land/ad/4924407849?se=bA69vPRb8BG66dTL6YHm1A&utm_medium=api&utm_source=523818bf&v=20D88B9D22C3774F936ACDB0C4CAFA7F68B81AAF
GIS Software Engineer,Toyon Research Corporation,US,California,90000.0,140000,USD,Anual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/land/ad/5164939190?se=bA69vPRb8BG66dTL6YHm1A&utm_medium=api&utm_source=523818bf&v=C9825CA6511C6CBBD5BF2EC60272564A98A3D8D9
Senior/Staff Software Engineer - HIL Sensor Simulation,Zoox,US,California,200000.0,285000,USD,Anual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/land/ad/5213993339?se=bA69vPRb8BG66dTL6YHm1A&utm_medium=api&utm_source=523818bf&v=FF737DEDE671F41DD294965DDEFD03F5D0447DB6
Founding Engineer - Hexagon,Pear VC,US,California,273056.78,273056.78,USD,Anual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/land/ad/5203410334?se=bA69vPRb8BG66dTL6YHm1A&utm_medium=api&utm_source=523818bf&v=8F52CE2DF77309E5DBE1F274598DB9CE3FD64A54
ML Hardware Architecture Modeling and Co-design Engineer,Google,US,California,132000.0,189000,USD,Anual,full_time,Engineering Jobs,Adzuna,API,https://www.adzuna.com/details/5242523931?utm_medium=api&utm_source=523818bf
