cluster,titulo_puesto,nombre_empresa,ubicacion,modalidad,salario
67,Agente de seguridad,Estilos S.R.L.,,,
67,Agente de Seguridad con experiencia en CCTV.Piura,El Pedregal,,,
67,Azafata y Agente de Seguridad para Casino Mystic en Cusco,Dreams Corporation SAC,,,"S/. 1.130,00 (Mensual)"
67,Agente de ventas,,,,"S/. 1.130,00 (Mensual)"
67,Agente de Seguridad  Pisco,SECURITAS SAC,,,
67,Urgente!! Agente de seguridad para San Isidro!,K2 Seguridad y Resguardo S.A.C.,,,
67,Agente de Seguridad // Huacho y Huaral / 8 Horas,SECURITAS SAC,,,"S/. 930,00 (Mensual)"
67,Agente de seguridad //  Callao y Lima Norte,SECURITAS SAC,,,"S/. 1.800,00 (Mensual)"
67,Agente de seguridad para fundo en VIRÚ,K2 Seguridad y Resguardo S.A.C.,,,"S/. 1.700,00 (Mensual)"
67,Agente de seguridad para fundo en CHAO,K2 Seguridad y Resguardo S.A.C.,,,
67,agente de ventas,LIZZOGO CORP S.A.C.,,,
67,Agente de campo Freelance,ROCKETPIN SOCIEDAD ANONIMA CERRADA - ROCKETPIN S.A.C.,,,"S/. 600,00 (Mensual)"
67,Agente GHA JR.,Servicios Aeroportuarios Andinos SA,,,
67,Agente de seguridad para fundo en VIRÚ,K2 Seguridad y Resguardo S.A.C.,,,"S/. 1.700,00 (Mensual)"
67,Agente de ventas,MAYA,,,"S/. 3.000,00 (Mensual) + Comisiones"
67,Agente de seguridad para fundo en CHAO,K2 Seguridad y Resguardo S.A.C.,,,
67,Agente de Seguridad Rotativo,,,,
67,Agente Parking 8 hrs / La Molina,LIDERMAN,,,
67,Agente de Vigilancia,SCMP SAC,,,
67,Agente Mystery Shopper Freelance,ROCKETPIN SOCIEDAD ANONIMA CERRADA - ROCKETPIN S.A.C.,,Presencial y remoto,"S/. 600,00 (Mensual)"
67,Agente de Seguridad / Pacasmayo,SECURITAS SAC,,,"S/. 1.900,00 (Mensual)"
67,Agente de Seguridad (Cercado de Lima / Independencia),SECURITAS SAC,,,"S/. 1.700,00 (Mensual)"
67,Se requiere de agente de seguridad,HALCONES PRIVATE SECURITY S.A.C.,,,
67,Urgente!!!! Agente de Seguridad Armado (L4 sin restricción) para Mina Puno,K2 Seguridad y Resguardo S.A.C.,,,
67,agente de seguriad,J&O SECURITY SAC,,,
67,Agente de viajes,VISA ENTERTAIMENT GROUP S.A.C.,,,"S/. 1.300,00 (Mensual) + Comisiones"
67,agente comercial,INFRAESTRUCTURAS URBANAS S.R.L.,,Presencial y remoto,
67,Agente de Seguridad con L4 Sin Restricción / Mina en Barranca,K2 Seguridad y Resguardo S.A.C.,,,
68,¡Urgente! Agentes de Seguridad para Miraflores ¡Gran oportunidad!,K2 Seguridad y Resguardo S.A.C.,,,
68,100 Agentes de Seguridad Con o Sin Experiencia,Hermes Transportes Blindados SAC.,,,
68,¡Urgente! Se requiere 30 agentes de seguridad para Pataz / regimen 20x10/ Planilla completa,PROTECCION VIP,,,
68,Agentes De Seguridad Para Mina Bajo Régimen Arequipa (a 3 horas ),G4S Peru SAC,,,
68,Agentes de seguridad Arequipa 14x7,SECURITAS SAC,,,
68,Urgente! Agentes de Seguridad para Mina en Arequipa,K2 Seguridad y Resguardo S.A.C.,,,
68,Agentes de seguridad privada,HALCONES PRIVATE SECURITY S.A.C.,,,
68,Agentes de Seguridad para Planta Chorrillos / Línea de Carrera a Traslado de Valores,Hermes Transportes Blindados SAC.,,,
68,¡Urgente! Agentes de Seguridad Especializada: Mina Bambas,K2 Seguridad y Resguardo S.A.C.,,,
68,Agentes de Seguridad Arequipa Ciudad,SECURITAS SAC,,,
68,Agentes de Seguridad Cusco Ciudad,SECURITAS SAC,,,
68,Agentes de Seguridad Bilingues / PT y FT / Aeropuerto Internacional Jorge Chávez,Longport Perú S.A.,,,
68,Agentes de Seguridad / Custodios para Mina Trujillo,Hermes Transportes Blindados SAC.,,,
68,Agentes de Seguridad / Guardias de Instalación Tacna,Hermes Transportes Blindados SAC.,,,
68,Agentes de Seguridad / Guardias de Instalación Andahuaylas,Hermes Transportes Blindados SAC.,,,
68,Agentes de seguridad / 8 horas / 1380 soles / horario rotativo / bonos  y  bono movilidad nocturna,Newport Capital SAC,,,"S/. 1.380,00 (Mensual)"
68,Agentes de seguridad,HALCONES PRIVATE SECURITY S.A.C.,,,
68,Agentes de Seguridad / Guardias de instalacion,Hermes Transportes Blindados SAC.,,,
68,agentes de seguridad 8 horas bonos nocturno y movilidad 1380 soles chorrillos surquillo san borja,Newport Capital SAC,,,"S/. 1.380,00 (Mensual)"
68,Agentes de Seguridad para Obra,HUAYNA Seguridad  y vigilancia,,,
68,Supervisor de Agentes de Seguridad Mina / Trujillo,Hermes Transportes Blindados SAC.,,,
68,¡Atención!  Agentes de Seguridad / Lima Metropolitana / 12 horas rotativas/ Planilla completa,K2 Seguridad y Resguardo S.A.C.,,,
68,Agentes de Seguridad para Agencias en SJL,Hermes Transportes Blindados SAC.,,,
68,Buscamos agentes de seguridad especializada para mina,K2 Seguridad y Resguardo S.A.C.,,,
68,¡Únete a nuestro equipo! Agentes Inmobiliarios,REMAX Exclusive,,Presencial y remoto,
69,Back Office Part Time,FUTURA REINGENIERIA INNOVACION S.A.C.,,Presencial y remoto,"S/. 600,00 (Mensual)"
70,Técnico mecánico de flota liviana (camiones y buses) para unidad minera de Tacna sistema 14 x 7,CONFIPETROL ANDINA S.A.,,,
70,Técnico Asistente de Camiones (K0480),KOMATSU - MITSUI MAQUINARIAS,,,
70,Mecánico de camiones,MEDLOG,,,"S/. 2.500,00 (Mensual)"
70,Mecánico de Buses y Camiones,IMPORTACIONES CLEVER,,,
70,Mecánico de Camiones / Volquetes / Linea Blanca,,,,"S/. 2.000,00 (Mensual)"
70,Asesor comercial con experiencia en venta de camiones,ALMACENES SANTA CLARA,,,
70,Técnico Asistente de Camiones (K0313),KOMATSU - MITSUI MAQUINARIAS,,,
70,Instructor Mecatrónica de Buses y Camiones,SENATI,,,
70,"Técnico Mecánico de Buses, Camiones  A",Gpem Sac,,,
70,Técnico de Soporte Camiones / La Bambas,KOMATSU - MITSUI MAQUINARIAS,,,
70,Inspector de PDI (Carrocería de buses y camiones),Grupo TLI,,,
70,Técnico de soporte de Camiones (K0252),KOMATSU - MITSUI MAQUINARIAS,,,
70,Tecnico de Taller Mecatornico  Camiones y Buses,Divemotor,,,
70,Técnico de soporte de Camiones (K0252),KOMATSU - MITSUI MAQUINARIAS,,,
70,Técnico Mecánico Automotriz de Tracto Camiones,Terracargo SAC,,,
70,Técnico Mecánico N1 Experiencia en camiones,ALMACENES SANTA CLARA,,,
70,Mecánico de camiones para Moquegua,Divemotor,,,
70,Técnico Asistente de Camiones (K0480),KOMATSU - MITSUI MAQUINARIAS,,,
70,Técnico mecánico de flota liviana (camiones y buses) para unidad minera de Tacna sistema 14 x 7,CONFIPETROL ANDINA S.A.,,,
70,Técnico Asistente de Camiones (K0313),KOMATSU - MITSUI MAQUINARIAS,,,
70,Técnico de Soporte Camiones (K0546),KOMATSU - MITSUI MAQUINARIAS,,,"S/. 1.900,00 (Mensual)"
70,Técnico de servicio de camiones / Huaraz,KOMATSU - MITSUI MAQUINARIAS,,Presencial y remoto,"S/. 4.900,00 (Mensual)"
70,Técnico Mecánico de Camiones / Arequipa,Ipesa SAC,,,
71,Asistente de distribución y operaciones  / Contar con brevete AIIB,Solimano Asociados,,,"S/. 1.902,00 (Mensual)"
71,Asistente de Distribución y Transporte / Lima Metropolitana,Lavoro Perú,,,
71,Asistente de Distribución,Manpower,,,
71,Supervisor de Distribución y Transporte  / Chimbote,Lavoro Perú,,,
71,Especialista de Distribución,Manpower,,,
71,Asistente de Distribución,Manpower,,,
71,Cordinador de distribución y transporte Surquillo,BONNETT SERVICIOS LOGISTICOS S.A.C,,,"S/. 3.000,00 (Mensual)"
71,"Asistente de Caja, Centro de distribución",G.W. Yichang S.A.,,,
71,Chofer de Distribución AIIB // + S/ 2000 // Ingreso Directo a Planilla,CASAS Y COLORES S.R.L,,,
71,Asistente de Distribución / Callao,Grupo Santa Elena,,,
71,Supervisor de Centro de Distribución,COMERCIO DE GRANOS PERU S.A.C.,,,"S/. 2.000,00 (Mensual)"
71,Asistente de distribución / Distribuidora de Alimentos,Solimano Asociados,,,"S/. 1.900,00 (Mensual)"
71,Callao S/1500 Ayudante de Distribución,,,,"S/. 1.025,00 (Mensual)"
71,Motorizado para botica /planilla completa / distribución zona sur,SIGNIA SOLUCIONES LOGISTICAS S.A.C.,,,"S/. 1.130,00 (Mensual)"
71,Asistente de logística y distribución de alimentos.,Solimano Asociados,,,"S/. 1.900,00 (Mensual)"
71,Coordinador de Almacén y Distribución,GRUPO HARDTECH,,,
71,Asistente de distribución y operaciones  / Contar con brevete AIIB,Solimano Asociados,,,"S/. 1.902,00 (Mensual)"
71,Auxiliar de distribución,Maxima Internacional S.A,,,
71,Practicante Profesional de Centro de Distribución,DP World Logistics S.R.L,,,
71,Asistente de distribución y suministro / operaciones logísticas,Solimano Asociados,,,"S/. 1.900,00 (Mensual)"
71,Supervisor de Transporte y Distribución,CORRALES & CIA. SAC,,,
71,Chofer de Distribución AIIB // + S/ 2000 // Ingreso Directo a Planilla,CASAS Y COLORES S.R.L,,,
71,Asistente de Distribución,Lavoro Perú,,,
71,Auxiliar de Almacén / Experiencia Distribución,Solimano Asociados,,,"S/. 1.500,00 (Mensual)"
71,Practicante Profesional de Centro de Distribución,DP World Logistics S.R.L,,,
71,Asistente de Distribución y Transporte / Chimbote,Lavoro Perú,,,
71,Practicante Profesional de Centro de Distribución,DP World Logistics S.R.L,,,
71,Coordinadir de Abastecimiento y Distribución,Grupo Vanguard Internacional,,,
71,Supervisor de Distribución,Consultora Valora,,,
71,Asistente de Distribución,Grupo Intercorp,,,
71,Encargado de Auditoría de Centro de Distribución,FALABELLA CORPORATIVO PERÚ,,,
71,"Asistente de Caja, Centro de distribución",G.W. Yichang S.A.,,,
71,Supervisor de Distribución y Transporte  / Chimbote,Lavoro Perú,,,
71,Asistente de Distribución,Grupo Intercorp,,,
71,Asistente de Distribución y Transporte / Chimbote,Lavoro Perú,,,
71,Supervisor de Distribución y Transporte  / Chimbote,Lavoro Perú,,,
71,Jefe de Distribución Transporte,,,,
71,Asistente de Distribución y Transporte / Lima Metropolitana,Lavoro Perú,,,
71,Asistente de Distribución / Callao,Grupo Santa Elena,,,
71,Supervisor de Distribución Trujillo,Despensa Peruana S.A,,,
71,Encargado de Auditoría de Centro de Distribución,FALABELLA CORPORATIVO PERÚ,,,
71,Responsable de Distribución / Sector Logístico / Breña,ANDES EXPRESS S.A.C.,,,
71,Auxiliar de Liquidación  Distribución Ate,SIGNIA SOLUCIONES LOGISTICAS S.A.C.,,,"S/. 1.200,00 (Mensual)"
71,Planner de Distribución,KLO W&D S.A.C.,,,
71,Asistente de distribución y suministro / operaciones logísticas,Solimano Asociados,,,"S/. 1.900,00 (Mensual)"
71,Auxiliar de Almacén / Experiencia Distribución,Solimano Asociados,,,"S/. 1.500,00 (Mensual)"
71,Asistente de Distribución y Transporte / Chimbote,Lavoro Perú,,,
71,Asistente de Distribución y Transporte / Lima Metropolitana,Lavoro Perú,,,
71,Supervisor(a) de Distribución,Unión de Concreteras S.A.,,,
71,Asistente de logística y distribución de alimentos.,Solimano Asociados,,,"S/. 1.900,00 (Mensual)"
71,Asistente de distribución / Distribuidora de Alimentos,Solimano Asociados,,,"S/. 1.900,00 (Mensual)"
71,Auxiliar de almacén y distribución,I.M.H. S.A.C.,,,"S/. 1.200,00 (Mensual)"
71,Analista de Distribución,Internacional Latinoamericana de Servicios S.A.,,,
71,Supervisor(a) de Distribución,Unión de Concreteras S.A.,,,
72,Técnico Mecánico Automotriz,Raciemsa,,,
72,mecánico automotriz,ISS PERU,,,
72,Técnico Mecánico Automotriz,FRENOS PAUCAR & SERVICIOS SOCIEDAD ANONIMA CERRADA,,,
72,Tecnico Mecánico Automotriz,TRANSPORTES YAC,,,"S/. 2.000,00 (Mensual)"
72,Técnico Mecánico Automotriz para Ica,Hermes Transportes Blindados SAC.,,,
72,Técnico Mecánico Automotriz/ Conversión GNV y GLP / ATE/Planilla Completa + Beneficios,AGN INGENIEROS S.A.C.,,,
72,Mecánico Electricista Automotriz,INGENIERÍA MANTENIMIENTO CONSTRUCCIÓN Y SERVICIOS S.A.C.,,,
72,Técnico Mecánico Automotriz para Arequipa,Hermes Transportes Blindados SAC.,,,
72,Mecánico automotriz,Mincotrall SRL,,,
72,mecánico automotriz,MAQUI TRUCK S.A.C.,,,
72,Mecánico automotriz,Turismo JAKSA,,,
72,Mecánico Automotriz,BRAMOTORS,,,
72,Mecánico Automotriz,BRAMOTORS,,,
72,Técnico Mecánico Automotriz,D.D.P. S.A.,,,"S/. 2.000,00 (Mensual)"
72,Técnico Mecánico Automotriz,PROJECT ZM E.I.R.L.,,,"S/. 1.500,00 (Mensual)"
72,Mecánico Automotriz,INVERSIONES DIVO S.A.C.,,,"S/. 1.800,00 (Mensual)"
72,mecánico automotriz,WILAR SERVICE S.A.C.,,,"S/. 2.400,00 (Mensual)"
72,Mecánico Automotriz,EUROTECNICA,,,
72,Técnico Mecánico Automotriz,D.D.P. S.A.,,,"S/. 2.000,00 (Mensual)"
72,Maestro Mecánico Automotriz,BUS SERVICE AUTOMOTRIZ S.A.C,,,
72,Técnico Mecánico Automotriz Alineamiento y Balanceo,,,,
72,Técnico Mecánico Automotriz para La Victoria,,,,
72,técnico/a mecánico automotriz,TECNICA DE MOTORES DIESEL-GAS S.A.C.,,,
72,Mecánico Automotriz,ALVAREZ ANHUAMAN CHRISTIAN JESUS MANUEL,,,
72,Mecánico de Mantenimiento Automotriz / Vehículos Pesados,Manpower,,,"S/. 2.000,00 (Mensual)"
72,mecánico automotriz,ELECTRONICA AUTOMOTRIZ ARMANDO,,,
72,mecánico automotriz,jb motors,,,"S/. 2.800,00 (Mensual)"
72,Técnico Mecánico Automotriz (Arequipa),Rico Pollo S.A.C.,,,
72,Mecánico automotriz Chorrillos,TRINY RENTAL SAC,,,"S/. 2.000,00 (Mensual)"
72,Tecnico Mecánico Automotriz,TRANSPORTES YAC,,,"S/. 2.000,00 (Mensual)"
72,Ayudante de Técnico Mecánico Automotriz /Turno Madrugada,Hermes Transportes Blindados SAC.,,,
72,mecánico automotriz,WILAR SERVICE S.A.C.,,,"S/. 2.400,00 (Mensual)"
72,Técnico Mecánico Automotriz,,,,"S/. 1.950,00 (Mensual)"
72,Técnico Mecánico Automotriz para Lima Sur,,,,
72,Técnico Mecánico Automotriz /Cercado de Lima,,,,"S/. 1.800,00 (Mensual)"
72,"Ingeniero Mecánico, Automotriz",CITVGRUPO J&J S.A.C.,,,"S/. 3.000,00 (Mensual)"
72,Mecánico Automotriz / Sede Ica,OBST Perú - Sulcosa,,,"S/. 1.600,00 (Mensual)"
72,Asesor de ventas (mecánico automotriz),Germsa,,,
72,Técnico Mecánico / Rubro Automotriz,KODO MOTORS DEL PERU SAC,,,
72,Técnico Mecánico Automotriz para Cajamarca,Hermes Transportes Blindados SAC.,,,
72,Mecánico Automotriz,ALVAREZ ANHUAMAN CHRISTIAN JESUS MANUEL,,,
72,Urgente! Técnico Mecánico Automotriz para San Miguel,,,,
72,Mecánico Automotriz nivel 3,PERFORMANCE AUTOMOTRIZ GROUP S.A.C.,,,
72,mecánico automotriz,AUTODRIVE,,,
72,Técnico Mecánico Automotriz,Country Club de Villa A. C.,,,"S/. 1.500,00 (Mensual)"
72,Técnico Mecánico Automotriz para Cajamarca,Hermes Transportes Blindados SAC.,,,
72,Mecánico Automotriz,INVERSIONES DIVO S.A.C.,,,"S/. 1.800,00 (Mensual)"
72,Mecánico automotriz,M & H Group,,,
72,Maestro Mecánico Automotriz,BUS SERVICE AUTOMOTRIZ S.A.C,,,
72,mecánico automotriz hidraulico,AUTRINDS,,,
72,Técnico Mecánico Automotriz Breña,CITVGRUPO J&J S.A.C.,,,"S/. 1.500,00 (Mensual)"
72,Técnico Mecánico Automotriz,,,,
72,Técnico Mecánico Automotriz,Country Club de Villa A. C.,,,"S/. 1.500,00 (Mensual)"
72,técnico/a mecánico automotriz,M&M GLOBALS SOLUTION SAC,,,"S/. 2.500,00 (Mensual)"
72,mecánico automotriz,TRANSPORTES EL CAUDILLO,,,
72,Técnico Mecánico Automotriz / Chorrillos,,,,"S/. 1.800,00 (Mensual)"
72,Mecánico  Automotriz / Buses y Traileres,GRUPO CLAVE S.A.C.,,,
72,Técnico Mecánico / Electricista Automotriz /Planilla PYME,KAPA STORE SAC,,,"S/. 1.700,00 (Mensual)"
72,Técnico Mecánico Automotriz para Ica,Hermes Transportes Blindados SAC.,,,
72,Técnico Mecánico Automotriz para Arequipa,Hermes Transportes Blindados SAC.,,,
72,Técnico Mecánico Automotriz para Lima Centro,,,,
72,Técnico Mecánico Automotriz,Induamérica Servicios Logísticos S.A.C.,,,
72,Técnico Mecánico Automotriz para Callao,,,,
72,Mecánico de Mantenimiento Automotriz / Vehículos Pesados,Manpower,,,"S/. 2.000,00 (Mensual)"
72,mecánico automotriz,V & M MAQUINARIAS S.A.C.,,,
72,Urgente! Técnico Mecánico Automotriz para Lima Metropolitana,Farenet Perú,,,
72,Urgente! Técnico Mecánico Automotriz para Surco,,,,
72,Técnico Mecánico Automotriz,CENTRO DE INSPECCION TECNICA VEHICULAR ILO SOCIEDAD ANONIMA CERRADA - C.I.T.V. ILO S.A.C.,,,
72,Mecánico Automotriz,AUTOMOTRIZ INCAMOTORS S.A.C.,,,"S/. 1.200,00 (Mensual)"
72,Técnico/ mecánico automotriz con experiencia en  semi tráiler,JP Logistica SAC,,,
72,mecánico automotriz,DACCMA E.I.R.L.,,,"S/. 2.400,00 (Mensual)"
72,Practicante de Mantenimiento Mecánico Automotriz,Raciemsa,,,
72,Técnico Mecánico Automotriz/Ventanilla/Con experiencia,Sum Vehiculos S.A,,,
72,Ayudante de Técnico Mecánico Automotriz,Hermes Transportes Blindados SAC.,,,
72,Técnico Mecánico Automotriz para Av. Faucett,,,,
73,Cajeras/os para Casa de apuesta/ para Surco por el mercado Jorge chavez / Movilidad y planilla,Apuesta Total,,,
73,Trabaja en tus tiempos libres!   Asesor de ventas movistar,Salesland Pacífico,,,
73,Trabaja desde CASA!! Asesor Portabilidad Claro/ Remoto CON EXP. / Comisiones ilimitadas!!!,Partner Service,,,"S/. 800,00 (Mensual)"
73,Cajeros para Casa de Apuesta / Ate /movilidad,Apuesta Total,,,
73,Trabajo Desde Casa IT Infrastructure Analyst / Ref. 1017,BairesDev LLC,,,
73,¡Trabaja como Asesor de Ventas Ecommerce! ¡Capacitaciones cortas! ¡Bonos Diarios y Semanales!,INCLICK CONTAC CENTER S.A.C.,,,
73,Trabaja en La Victoria/ Casa de Apuestas formal / 2 tiendas en Bauzate y Meza,Apuesta Total,,,"S/. 1.130,00 (Mensual)"
73,Sueldo Base 1200 Soles Trabaja Solo 7 hrs / Turno Tarde Horario Fijo/ Comisiones Ilimitadas,Konecta,,,"S/. 1.800,00 (Mensual)"
73,Trabajo Desde Casa Benefits Assistant / Ref. 0888,BairesDev LLC,,,
73,Trabaja solo de Lun a Viern! MINI Full 6am a 3pm/ Gana Fijo S/1400 con Planilla Completa,Grupo Expro,,,
73,Trabaja desde casa ! Asesor de Portabilidad / 6hrs o 8hrs / Salario fijo + Bonos + Comisiones,Partner Service,,,"S/. 900,00 (Mensual)"
73,"Trabaja desde Casa y Maneja tu propio horario! Ingreso Directo, Comisiones Ilimitadas",QUBOS,,,
73,Trabajo Desde Casa Senior DevOps / I+D / Ref. 0121,BairesDev LLC,,,
73,Trabajo remoto! Postúlate a Asesor(a) Comercial Movistar/ /Trabaja sin horarios,Digital Max,,Presencial y remoto,"S/. 1.130,00 (Mensual)"
73,¡Genera Ingresos Sin Límites! Trabaja Desde Casa como Asesor de Cobranzas,Yarnold Consultores Legales,,,
73,¡Trabaja desde casa! Asesor de Ventas de Préstamos Banco Alfin/Lima y Provincia,EVOLUCION PERU OUTSOURCING,,,
73,Trabaja en CASA/ Fidelización/ ATC/ Turno Fijo/ Todo Remoto,A365,,,
73,Cajeros para Casa de apuestas/ La victoria y aledaños/Con o sin exp/,Apuesta Total,,,
73,Cajero en Casa de apuesta/ Bono de Movilidad El agustino/Trabaja de 10 am a 7 pm,Apuesta Total,,,
73,Trabajo Desde Casa Senior DevOps / I+D / Ref. 0121,BairesDev LLC,,,
73,Trabajo Desde Casa Benefits Assistant / Ref. 0888,BairesDev LLC,,,
73,Asesor retención desde CASA/ Tuno Tarde/ Planilla Completa/ Sueldo Fijo,A365,,,
73,Trabaja desde CASA/ Remoto/ Fidelización/ Tuno Tarde/ Planilla Completa,A365,,,
73,Todo Remoto/ Trabaja desde casa/ Fidelización/ Tuno Tarde/ Planilla Completa,A365,,,
73,Trabaja en CASA/ Fidelización/ ATC/ Turno Fijo/ Todo Remoto,A365,,,
73,Genera ingreso desde CASA/ Asesor de Atención /Tuno Tarde/ Planilla Completa/ Sueldo Fijo,A365,,,
73,¡Trabaja como Asesor de Ventas Ecommerce! ¡Capacitaciones cortas! ¡Bonos Diarios y Semanales!,INCLICK CONTAC CENTER S.A.C.,,,
73,#Trabaja MINI Full! Lunes a Viernes de 6am a 3pm! Fijo S/1400 + Comisiones + Planilla Completa,Grupo Expro,,,"S/. 1.400,00 (Mensual)"
73,Cajeros para Casa de Apuestas / Vivir en Ate /Planilla y movilidad,Apuesta Total,,,
73,Trabajo Desde Casa Scrum Master / Ref. 0073,BairesDev LLC,,,
73,¡Gestión 100 o/o Remoto! / Full Time 9 AM a 6 PM / Sin Experiencia / Trabaja y capacitate desde CASA,A365,,,
73,Trabaja desde CASA/ Remoto/ Fidelización/ Tuno Tarde/ Planilla Completa,A365,,,
73,¡¡Trabaja desde CASA¡¡ Asesor de Fidelización Claro / Turno tarde/ 1 a 10PM,A365,,,
73,Trabajo Desde Casa Agile Coach / Ref. 0073,BairesDev LLC,,,
73,Trabajo Desde Casa Golang Developer / Ref. 0138,BairesDev LLC,,,
73,¡Trabaja como Asesor de Ventas de Préstamos Financieros/ Remoto Arequipa/Cañete/Pisco/ Chincha/Ica,,,,
73,Trabajo Desde Casa Golang Developer / Ref. 0138,BairesDev LLC,,,
73,Trabaja desde CASA/ Remoto/ ATC/ Tuno FIJO/ Planilla Completa,A365,,,
73,"Trabaja de Lunes a Viernes Asesor de Ventas Claro sedes Sjl o Surco, Sueldo fijo + Comisiones",NEMO CONTACT CENTER E.I.R.L.,,,"S/. 565,00 (Mensual) + Comisiones"
73,#Trabaja MINI Full! Lunes a Viernes de 6am a 3pm! Fijo S/1400 + Comisiones + Planilla Completa,Grupo Expro,,,"S/. 1.400,00 (Mensual)"
73,Trabaja desde CASA!! Asesor Portabilidad Claro/ Remoto CON EXP. / Comisiones ilimitadas!!!,Partner Service,,,"S/. 800,00 (Mensual)"
74,Ejecutivo de Servicio al Cliente / Aduanas,Infinia Logistics,,,
74,Ejecutivo de atención al cliente,Reclutapro Pandapé,,,"S/. 500,00 (Mensual)"
74,Ejecutivo de Servicio Al Cliente,A & V LOGISTICA GLOBAL Y SOLUCIONES S.A.C,,,"S/. 3.498,00 (Mensual)"
74,Ejecutivo de Servicio Al Cliente,A & V LOGISTICA GLOBAL Y SOLUCIONES S.A.C,,,"S/. 3.498,00 (Mensual)"
74,U.R.G.E.N.T.E Ejecutivo de Atención al Cliente – correos / Sueldo Fijo + Planilla/Descanso Domingos,MDY Contact Center,,,
74,Ejecutivo de Atención al Cliente Digital / Marca LG (Híbrido),Salesland Pacífico,,Presencial y remoto,"S/. 1.500,00 (Mensual)"
74,Ejecutivo de Atención al Cliente Counter I,Oftalmosalud Arequipa SAC,,,"S/. 1.200,00 (Mensual)"
74,Ejecutivo de atención al cliente,Melkarth Operador Logístico,,,"S/. 2.800,00 (Mensual)"
74,Ejecutivo de Atención al cliente DJI Plaza San Miguel,QUE TAL COMPRA DEL PERU S.A.C.,,,
74,Ejecutivo de atención al cliente,Reclutapro Pandapé,,,"S/. 500,00 (Mensual)"
74,Ejecutivo de Atención al Cliente / Con experiencia en call Center,Verisure Peru SAC,,,
74,Ejecutivo de Servicio al cliente,QUE TAL COMPRA DEL PERU S.A.C.,,,
74,Ingreso Inmediato: Ejecutivo de servicio al cliente / Ate,Platanitos Boutique,,,
75,Chofer A2a Ruta Huaral,INMOBILIARIA CASTILLON SAC,,,
75,Chofer A3A  o A3C,LIMA BUS INTERNACIONAL 1 S.A.,,,
75,Chofer de camioneta,STRACON PERÚ S.A.,,,
75,Chofer de Carga,Muebles All Center,,,
75,Chofer de Camión,CAMPOSOL S.A.,,,
75,chofer,MACR INDUSTRIAL SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA,,,
75,Chofer de Grúa Arrastre / Licencia A3B,Manpower,,,"S/. 1.025,00 (Mensual)"
75,Chofer de Reparto  Cusco,,,,
75,Chofer de Camioneta/camión(Trujillo Retamas),,,,"S/. 2.500,00 (Mensual)"
75,Chofer de camioneta,STRACON PERÚ S.A.,,,
75,Técnico Chofer Saneamiento Ambiental,NSF PERU TIC S.A.C,,,
75,Chofer,CICSA PERU S.A.C.,,,"S/. 1.900,00 (Mensual)"
75,Chofer,Incalpaca TPX S.A,,,
75,Técnico chofer Con o sin Experiencia (Moyobamba),Carlei Telecomunicaciones S.A.C - Instalaciones,,,
75,Chofer ambulancia / Paramedico,Grupo San Pablo,,,
75,Chofer de Camioneta Cuzco,Delcrosa S.A.,,,
75,Chofer de reparto  / ATE,Estilos S.R.L.,,,
75,Chofer de Bus: Sede Cuzco Selva,,,,
75,Chofer de reparto  / ATE,Estilos S.R.L.,,,
75,Chofer con licencia A3B,IASA,,,"S/. 1.500,00 (Mensual)"
75,Chofer de hotel,PERU VACATION RENTALS,,,
75,Chofer de Reparto  Chimbote,NOGASA S.A.C.,,,
75,Chofer A1 para Telefonía,LARI CONTRATISTAS S.A.C.,,,
75,Courier / Chofer (Callao),Sharf,,,
75,Chofer repartidor,Vadimar S.A.C.,,,"S/. 1.800,00 (Mensual)"
75,Chofer,Comercial Tres Estrellas S.A.,,,
75,Chofer de Ambulancia / Paramedico,Grupo San Pablo,,,
75,Chofer,CUBO DIGITAL S.A.C.,,,
75,Chofer AIII,FACOGEM INDUSTRIAL SOC DE RES LTDA,,,"S/. 1.800,00 (Mensual)"
75,Chofer  de Reparto,Promafa s.a.c.,,,
75,Chofer con Vehiculo Cyber,Grupo Pro,,,"S/. 3.000,00 (Mensual)"
75,Chofer de licencia AI,J&F IMPORT SAC,,,"S/. 1.600,00 (Mensual)"
75,Chofer operario,Acquachem S.A.C.,,,
75,"Chofer de Vehículo Liviano (Motupe, Lambayeque)",Grupo Pacasmayo,,,
75,Chofer de reparto,VELA GAS,,,
75,Técnico Chofer Saneamiento Ambiental,NSF PERU TIC S.A.C,,,
76,Asesor Comercial / Sede Abancay / Movistar /Planilla Completa,J.S.MARKET SOLUTIONS S.A.C.,,,"S/. 1.430,00 (Mensual)"
76,Asesor Comercial,,,,
76,Asesor Comercial,MULTISERVICIOS JPC S.A.C.,,,"S/. 1.130,00 (Mensual) + Comisiones"
76,asesor/a comercial,LOTE PROPIO S.A.C,,Presencial y remoto,"S/. 1.130,00 (Mensual) + Comisiones"
76,Urgente! Asesor de comercial con experiencia productos tecnológicos,RED SOLUCIONES SAC,,,"S/. 1.300,00 (Mensual) + Comisiones"
76,Asesor Comercial de Campo // Huancayo,Prosegur,,,
76,Asesor Comercial /Movistar / Sede Espinar / Planilla Completa,J.S.MARKET SOLUTIONS S.A.C.,,,"S/. 1.430,00 (Mensual)"
76,Asesor Comercial Entel,Movilshop,,,
